system:index,LST_C,Latitude,Longitude,NDVI,.geo,Humidity,Predicted_Temperature,LST_norm,NDVI_norm,Humidity_norm,UTEI
00000000000000000e8a_0,34.76333333333338,13.00082303365557,80.1725280667496,0.028672775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,13.003113737630073]}",60,37.03234248793171,0.8438769587928019,0.24868187069966208,0.0,0.5951950880931398
00000000000000000847_0,34.910000000000025,13.119670145744582,80.24583059393376,0.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24201275397625,13.119894724565611]}",60,36.95989665432208,0.8566453859547272,0.2634918058179544,0.0,0.5931535801367728
00000000000000000db2_0,35.57000000000005,12.97513121652975,79.82685634542042,0.08834917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82878772328128,12.976164279106488]}",60,36.652614257714276,0.9141033081834,0.32670658884939285,0.0,0.5873967193340072
00000000000000001132_0,34.98000000000002,13.17069445388257,80.29990917403777,0.049841546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.29591167102343,13.173793641612784]}",60,36.893663204117914,0.8627394080092827,0.27635926962517016,0.0,0.5863801383841125
00000000000000000777_0,34.82333333333332,13.067298364680411,80.22714563602408,0.045592707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,13.06599580751844]}",60,36.915014933519586,0.8491004062681311,0.2708040670121674,0.0,0.5782963392559637
00000000000000000e15_0,32.920000000000016,13.199710037559631,80.25355610537719,-0.08086144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,13.20074310013637]}",60,37.708545291751186,0.6834010446894916,0.1054698644595564,0.0,0.5779311802299352
000000000000000007ad_0,34.910000000000025,13.003517979507928,80.21546753733053,0.051986136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.003113737630073]}",60,36.874346762111855,0.8566453859547272,0.2791632431275362,0.0,0.577482142827191
000000000000000004b6_0,35.190000000000055,13.06388476660076,80.21313191759181,0.07176009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.06599580751844]}",60,36.749250617455424,0.8810214741729538,0.30501696950554114,0.0,0.5760045046674127
000000000000000008b6_0,34.17666666666673,13.087151132459455,80.25014250729754,0.005577689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,13.083962113200831]}",60,37.163576862698974,0.7928032501450963,0.21848588490337206,0.0,0.5743173652417243
00000000000000000f08_0,35.57000000000005,12.97468205888769,79.82946145974437,0.098908834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82878772328128,12.976164279106488]}",60,36.57724567212705,0.9141033081834,0.3405129658491406,0.0,0.5735903423342594
00000000000000000691_0,35.7166666666667,12.98474319006983,79.80718324069821,0.11242973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,12.985147431947684]}",60,36.489142722863576,0.9268717353453253,0.3581910460939647,0.0,0.5686806892513606
00000000000000000c84_0,34.22000000000003,13.14122971256345,80.21403023287593,0.012972674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.137861030248002]}",60,37.113278025323304,0.7965757399883895,0.22815455909769106,0.0,0.5684211808906985
0000000000000000097c_0,34.63000000000005,13.003517979507928,80.16300592473794,0.04119697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1611643784055,13.003113737630073]}",60,36.93531484707234,0.8322692977365054,0.265056800601632,0.0,0.5672124971348733
00000000000000000f32_0,33.63000000000005,13.16332826855279,80.23388300065497,-0.025383707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,13.164810488771588]}",60,37.35324748936936,0.7452118398142771,0.17800498460062755,0.0,0.5672068552136496
00000000000000000b28_0,34.870000000000005,13.000104381428272,80.20792168894393,0.057268724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,13.003113737630073]}",60,36.83435157733838,0.8531630876378364,0.2860700349972721,0.0,0.5670930526405643
00000000000000000253_0,34.82333333333332,13.070442468174832,80.22454052170013,0.054443274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,13.06599580751844]}",60,36.85184486329434,0.8491004062681311,0.28237586178362284,0.0,0.5667245444845083
00000000000000001273_0,34.22000000000003,13.141858533262331,80.21214377077928,0.01428988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.137861030248002]}",60,37.10387659426006,0.7965757399883895,0.2298767580826521,0.0,0.5666989819057374
000000000000000010c0_0,34.52000000000004,13.10385979674408,80.1965130848356,0.034462444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19709698977029,13.101928418883222]}",60,36.97708101973653,0.8226929773650591,0.25625165255235666,0.0,0.5664413248127025
00000000000000000018_0,34.22333333333336,13.168897823314332,80.27960724861666,0.016759777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.27794536534104,13.164810488771588]}",60,37.08643887722184,0.7968659315147968,0.23310605866764667,0.0,0.5637598728471501
00000000000000000eff_0,33.97666666666669,12.936593490841023,79.92279641776439,0.00057937426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.940231667741708]}",60,37.187795746665856,0.7753917585606467,0.2119507699921556,0.0,0.5634409885684911
000000000000000010c4_0,35.190000000000055,13.067927185379297,80.2107064663247,0.08231798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.06599580751844]}",60,36.67389469362247,0.8810214741729538,0.31882102706474624,0.0,0.5622004471082076
00000000000000000193_0,34.07000000000005,13.096583442942707,80.25113065411007,0.008695652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,13.092945266042026]}",60,37.135212778391136,0.7835171213000574,0.2225625082362039,0.0,0.5609546130638534
00000000000000000bda_0,34.35000000000002,13.021035127548258,80.20432842780744,0.02782549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,13.021080043312464]}",60,37.014713949697985,0.8078932095182791,0.24757407634785022,0.0,0.5603191331704289
000000000000000011d9_0,34.17666666666673,13.086342648703749,80.25247812703626,0.01752109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,13.083962113200831]}",60,37.07833198743863,0.7928032501450963,0.23410144775320932,0.0,0.558701802391887
0000000000000000095d_0,34.80000000000001,13.115088737795572,80.17010261548249,0.05912162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,13.110911571724417]}",60,36.81711707318606,0.8470690655832809,0.28849262919319774,0.0,0.5585764363900831
00000000000000000c8a_0,34.285000000000025,12.805080133245925,79.89818257897952,0.024850043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90065294601084,12.805484375123779]}",60,37.032227681712854,0.8022344747533343,0.2436837875067689,0.0,0.5585506872465654
00000000000000000509_0,35.190000000000055,13.064064429657584,80.21196410772245,0.085423484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.06599580751844]}",60,36.651729457681675,0.8810214741729538,0.3228813607077698,0.0,0.558140113465184
00000000000000000f4e_0,34.64000000000004,13.04969138511167,80.20837084658598,0.04916421,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,13.04802950183605]}",60,36.879022243626096,0.8331398723157273,0.27547367741584405,0.0,0.5576661948998832
000000000000000003e0_0,34.23000000000002,12.96309379172255,80.20612505837568,0.021983914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.967181126265293]}",60,37.049533972346744,0.7974463145676114,0.2399364279786712,0.0,0.5575098865889402
00000000000000000b5a_0,33.76500000000004,13.043852335764894,80.23127788633103,-0.008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,13.04802950183605]}",60,37.236905825454556,0.756964596633777,0.20073354987459396,0.0,0.5562310467591831
00000000000000000908_0,34.27000000000004,12.989594092604074,80.21852180929653,0.02568982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.985147431947684]}",60,37.02537464620592,0.8009286128845021,0.24478176542138028,0.0,0.5561468474631218
00000000000000000729_0,34.23000000000002,13.071610278044188,80.18546380684093,0.023152271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,13.074978960359635]}",60,37.04119493669647,0.7974463145676114,0.24146401230448822,0.0,0.5559823022631232
00000000000000000003_0,33.57000000000005,12.993277185268964,80.01343642993204,-0.020116227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,12.994130584788879]}",60,37.312214525844425,0.739988392338943,0.18489202330930532,0.0,0.5550963690296377
00000000000000000f2e_0,34.78000000000003,13.06711870162359,80.19229100300024,0.061668683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,13.06599580751844]}",60,36.79779204549347,0.845327916424838,0.29182282151940325,0.0,0.5535050949054348
00000000000000001283_0,34.15400000000005,12.99857724544527,80.00669906530115,0.020205365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.00845078010519,12.994130584788879]}",60,37.05787487421434,0.7908299477655247,0.23761103978388357,0.0,0.5532189079816412
000000000000000012c8_0,34.110000000000014,13.09469698084606,80.20989798256899,0.017388087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,13.092945266042026]}",60,37.075462581393076,0.7869994196169432,0.23392755116330857,0.0,0.5530718684536347
00000000000000000a6c_0,34.52000000000004,13.10206316617584,80.19462662273895,0.044948455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19709698977029,13.101928418883222]}",60,36.90223812534878,0.8226929773650591,0.26996173093075027,0.0,0.5527312464343088
00000000000000000444_0,33.650000000000034,13.050320205810554,80.14405147224302,-0.012850467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.14319807272311,13.04802950183605]}",60,37.2649383056574,0.74695298897272,0.19439174051145178,0.0,0.5525612484612682
0000000000000000091a_0,34.396666666666704,12.964620927705552,80.14485995599873,0.037533894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.14319807272311,12.967181126265293]}",60,36.948094241950386,0.811955890887984,0.2602674618277157,0.0,0.5516884290602684
000000000000000000d0_0,34.28000000000003,12.979622792950348,80.11916813887291,0.029809035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.11624861419953,12.976164279106488]}",60,36.9965469508812,0.8017991874637236,0.25016748936420796,0.0,0.5516316980995156
00000000000000000c06_0,35.04000000000002,12.98483302159824,80.19148251924453,0.082283795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,12.985147431947684]}",60,36.66554660591362,0.8679628554846164,0.3187763314193416,0.0,0.5491865240652748
00000000000000000a76_0,34.06,13.035048845980524,80.21654551567147,0.017970134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.039046348994855]}",60,37.068444250325214,0.782646546720831,0.2346885564674141,0.0,0.5479579902534168
00000000000000000805_0,34.14000000000004,13.0694543213623,80.16884497408472,0.024549918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,13.06599580751844]}",60,37.02606411782307,0.7896111433546129,0.2432913849741647,0.0,0.5463197583804482
000000000000000007af_0,34.400000000000034,12.976658352512754,80.13282253119152,0.043878492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.13421491988191,12.976164279106488]}",60,36.9030012194078,0.8122460824143913,0.26856279318483517,0.0,0.5436832892295562
00000000000000001083_0,32.32666666666671,12.87658602986184,79.81508841519846,-0.09264565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,12.87734959785334]}",60,37.75866750735851,0.6317469529889719,0.09006243805809168,0.0,0.5416845149308802
00000000000000000d20_0,34.50000000000006,12.867333382435408,80.20882000422804,0.052287582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.868366445012146]}",60,36.84871020202206,0.8209518282066162,0.27955737281964255,0.0,0.5413944553869736
000000000000000004ff_0,34.396666666666704,12.963542949364609,80.14575827128284,0.04679478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.14319807272311,12.967181126265293]}",60,36.881995559349825,0.811955890887984,0.27237573378292995,0.0,0.539580157105054
000000000000000002db_0,34.99666666666673,13.04546930327631,79.88129425163807,0.08698454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88268664032846,13.04802950183605]}",60,36.62951333445088,0.8641903656413232,0.32492238470755974,0.0,0.5392679809337635
00000000000000000ce3_0,35.2166666666667,13.057327065026689,80.21995911375112,0.10253874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,13.057012654677246]}",60,36.531098445937396,0.8833430063842109,0.3452589360532726,0.0,0.5380840703309383
00000000000000000a37_0,34.620000000000005,12.995433141950851,80.19247066605706,0.06411483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,12.994130584788879]}",60,36.771168021506426,0.831398723157279,0.29502106984234244,0.0,0.5363776533149366
000000000000000008d3_0,34.93000000000001,13.178240302269174,80.29065652661133,0.085875705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.28692851818224,13.173793641612784]}",60,36.633608835395805,0.8583865351131701,0.32347262323403986,0.0,0.5349139118791302
00000000000000001009_0,34.235000000000014,13.03855227558859,80.22481001628537,0.039779004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,13.039046348994855]}",60,36.922809632650015,0.7978816018572221,0.26320286157773654,0.0,0.5346787402794856
00000000000000001154_0,33.858000000000004,12.805888617001632,79.89512830701351,0.014760148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.89166979316965,12.805484375123779]}",60,37.079784548946,0.765060940220541,0.23049161640569318,0.0,0.5345693238148479
000000000000000010f2_0,33.620000000000005,13.09622411682906,80.2318168755015,-0.0010090817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,13.092945266042026]}",60,37.178703141666986,0.7443412652350507,0.20987392154022982,0.0,0.5344673436948209
000000000000000009df_0,33.440000000000055,13.053913466947032,80.13012758533917,-0.012848799,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.13421491988191,13.057012654677246]}",60,37.252897488668765,0.7286709228090538,0.19439392136084582,0.0,0.5342770014482079
000000000000000003b3_0,33.09666666666669,12.954200470409765,80.16300592473794,-0.035422344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1611643784055,12.958197973424099]}",60,37.39434767761759,0.6987811955890861,0.16487983147211738,0.0,0.5339013641169688
00000000000000000c21_0,34.360000000000014,12.987168641336952,80.15060917381709,0.04929896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,12.985147431947684]}",60,36.862021929403255,0.8087637840975006,0.2756498581447684,0.0,0.5331139259527322
00000000000000000bab_0,34.660000000000025,13.05238633096403,80.21322174912022,0.06949289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.04802950183605]}",60,36.7350738571109,0.8348810214741702,0.30205268788314976,0.0,0.5328283335910204
000000000000000011dd_0,33.26000000000005,12.872813105668538,80.08143889693989,-0.023673827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08031600283475,12.868366445012146]}",60,37.31984958844075,0.7130005803830519,0.18024059057296993,0.0,0.532759989810082
00000000000000000e27_0,34.420000000000016,13.107453057880557,80.21474888510323,0.054054055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.110911571724417]}",60,36.83151972839152,0.8139872315728343,0.28186697208320577,0.0,0.5321202594896285
00000000000000000840_0,33.920000000000016,13.194050651269675,80.26451555184344,0.021156559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.26896221249984,13.191759947295173]}",60,37.03768217400161,0.7704585026117203,0.23885469137771248,0.0,0.5316038112340078
00000000000000000901_0,34.52000000000004,13.099637714908717,80.19723173706289,0.0611128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19709698977029,13.101928418883222]}",60,36.78686666849238,0.8226929773650591,0.2910960246946415,0.0,0.5315969526704176
00000000000000000c8f_0,33.858000000000004,12.805169964774336,79.89521813854192,0.01734104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.89166979316965,12.805484375123779]}",60,37.061363680669,0.765060940220541,0.23386603892023844,0.0,0.5311949013003026
000000000000000003b1_0,34.870000000000005,12.981868581160647,80.20522674309156,0.084919915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.985147431947684]}",60,36.63699386259742,0.8531630876378364,0.32222296253720434,0.0,0.530940125100632
0000000000000000003e_0,34.75000000000006,12.977377004740047,80.17872644221003,0.077906266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.976164279106488]}",60,36.68017944348885,0.8427161926871736,0.31305287130722736,0.0,0.5296633213799462
0000000000000000124d_0,34.89000000000004,12.973514249018336,80.20540640614838,0.088064596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.976164279106488]}",60,36.61569461523688,0.8549042367962842,0.3263345186842507,0.0,0.5285697181120336
00000000000000001126_0,34.870000000000005,12.982766896444767,80.20684371060298,0.086853065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.985147431947684]}",60,36.62319619050975,0.8531630876378364,0.3247504859221399,0.0,0.5284126017156965
00000000000000000dfc_0,34.39000000000004,12.970819303165976,80.12788179712886,0.055032928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.12523176704072,12.967181126265293]}",60,36.82281470058488,0.8113755078351699,0.2831468129638317,0.0,0.5282286948713382
000000000000000006bb_0,34.73000000000002,13.1288329616426,80.23011007646167,0.07847832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,13.128877877406808]}",60,36.674950852468115,0.8409750435287253,0.3138008111269237,0.0,0.5271742324018016
000000000000000004c7_0,33.43000000000001,13.108441204693086,80.1882485842217,-0.007878979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,13.110911571724417]}",60,37.21685307136727,0.7278003482298274,0.2008917804348548,0.0,0.5269085677949726
0000000000000000071c_0,33.436666666666724,13.082030735339972,80.15860417984575,-0.0069872583,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1611643784055,13.083962113200831]}",60,37.21087037090191,0.7283807312826465,0.20205767284986714,0.0,0.5263230584327794
00000000000000000f3c_0,34.32600000000002,12.921771288653051,79.8891095946099,0.052464228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.89166979316965,12.922265362059317]}",60,36.83748259556306,0.8058038305281454,0.2797883310462961,0.0,0.5260154994818493
00000000000000000526_0,34.01800000000003,13.11589722155128,80.28652427630438,0.032822758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.28692851818224,13.119894724565611]}",60,36.96002929351258,0.7789901334880995,0.2541078226845495,0.0,0.5248823108035501
000000000000000000dd_0,34.14000000000004,12.995073815837204,80.21412006440434,0.04109589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.994130584788879]}",60,36.90796883498017,0.7896111433546129,0.2649246421743246,0.0,0.5246865011802884
00000000000000000d6a_0,34.01000000000005,13.028850470520098,80.15698721233434,0.03364253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1611643784055,13.03006319615366]}",60,36.953720005494596,0.7782936738247233,0.25517964478853283,0.0,0.5231140290361904
0000000000000000085d_0,33.47800000000001,13.056338918214156,80.25418492607608,-0.0012150669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,13.057012654677246]}",60,37.17203950561141,0.7319791062100944,0.20960460337560183,0.0,0.5223745028344926
00000000000000000333_0,33.71000000000004,13.023730073400616,80.17827728456798,0.014593468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,13.021080043312464]}",60,37.07249669261371,0.7521764364480545,0.23027368836192988,0.0,0.5219027480861247
0000000000000000112f_0,34.12500000000006,13.13206689666543,80.29218366259433,0.04274134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.29591167102343,13.128877877406808]}",60,36.89536538596994,0.7883052814857807,0.26707600826269967,0.0,0.521229273223081
00000000000000000171_0,32.360000000000014,12.944857991454922,79.83557000367638,-0.07465825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.949214820582903]}",60,37.63219352196114,0.6346488682530431,0.11358030999466671,0.0,0.5210685582583764
00000000000000000835_0,33.46000000000004,13.14626027815452,80.21681501025671,-0.00048875855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,13.146844183089197]}",60,37.16582450007702,0.7304120719674976,0.2105542251531664,0.0,0.5198578468143311
00000000000000000ddd_0,34.30000000000001,13.075113707652251,80.20360977558015,0.055505004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,13.074978960359635]}",60,36.81429005565134,0.8035403366221665,0.28376403518118,0.0,0.5197763014409865
