system:index,LST_C,Latitude,Longitude,NDVI,.geo
00000000000000000a55_0,31.713333333333367,12.92356791922129,79.81535790978369,0.08575478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81980457044008,12.922265362059317]}"
00000000000000000faf_0,31.713333333333367,12.923747582278114,79.81715454035192,0.09318101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81980457044008,12.922265362059317]}"
00000000000000000b61_0,32.50000000000006,12.923837413806526,80.12491735669127,0.43748423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.12523176704072,12.922265362059317]}"
00000000000000000e7a_0,32.52000000000004,12.923837413806526,80.0913203650652,0.16272146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08929915567595,12.922265362059317]}"
00000000000000000bb8_0,30.557500000000005,12.923927245334937,80.0348163336941,0.17198665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,12.922265362059317]}"
00000000000000000c91_0,31.870000000000005,12.923927245334937,79.94507463681055,0.1986622,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.94556871021682,12.922265362059317]}"
0000000000000000005c_0,31.110000000000014,12.924376402976998,79.82856314446025,0.17763408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82878772328128,12.922265362059317]}"
000000000000000006eb_0,31.943333333333328,12.924376402976998,79.81383077380069,0.072128855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,12.922265362059317]}"
00000000000000000941_0,32.50000000000006,12.92446623450541,80.12833095477093,0.035819747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.12523176704072,12.922265362059317]}"
000000000000000011a7_0,31.08000000000004,12.924556066033821,80.24771705603041,0.070371486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,12.922265362059317]}"
0000000000000000114c_0,31.966666666666697,12.924645897562232,79.80089503370937,0.2645768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80183826475769,12.922265362059317]}"
00000000000000000367_0,31.713333333333367,12.924735729090646,79.81814268716445,0.2909991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81980457044008,12.922265362059317]}"
00000000000000000082_0,33.38000000000005,12.924825560619057,80.109376502276,0.046909492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135834,12.922265362059317]}"
00000000000000000c18_0,31.660000000000025,12.925095055204293,79.9664545405726,0.29885435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.96353501589921,12.922265362059317]}"
00000000000000001155_0,31.870000000000005,12.925095055204293,79.94417632152643,0.28058007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.94556871021682,12.922265362059317]}"
00000000000000000656_0,33.13000000000005,12.925274718261116,79.9108488244856,0.19235271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90963609885203,12.922265362059317]}"
0000000000000000125d_0,31.653333333333364,12.92536454978953,79.96995797018066,0.21744922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.97251816874041,12.922265362059317]}"
00000000000000000a34_0,31.870000000000005,12.925454381317941,79.94408648999801,0.1801716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.94556871021682,12.922265362059317]}"
000000000000000005c0_0,32.485000000000014,12.925544212846352,80.09644076218468,0.15415262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09828230851714,12.922265362059317]}"
00000000000000000b33_0,30.623333333333335,12.925544212846352,80.017568680239,0.2065316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,12.922265362059317]}"
00000000000000001059_0,30.557500000000005,12.925544212846352,80.03140273561444,0.22418879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,12.922265362059317]}"
0000000000000000062f_0,32.09000000000003,12.925634044374764,80.2123234338361,0.1910594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.922265362059317]}"
00000000000000000cf7_0,33.57000000000005,12.925813707431589,80.20819118352915,0.075531915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.922265362059317]}"
00000000000000000282_0,32.76500000000004,12.92590353896,80.08134906541147,0.21510884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08031600283475,12.922265362059317]}"
0000000000000000121d_0,31.362000000000023,12.92590353896,79.84113955843792,0.01884058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.922265362059317]}"
00000000000000001209_0,31.49285714285719,12.926083202016825,80.06517939029733,0.29887107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,12.922265362059317]}"
00000000000000000b65_0,31.713333333333367,12.926262865073648,79.82155628524411,0.083104394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81980457044008,12.922265362059317]}"
00000000000000000029_0,31.966666666666697,12.926352696602061,79.80242216969236,0.26595744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80183826475769,12.922265362059317]}"
00000000000000000012_0,32.51666666666671,12.926532359658884,80.1679466588006,0.32054743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,12.922265362059317]}"
0000000000000000115c_0,32.75333333333333,12.926532359658884,79.92261675470756,0.19839357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.922265362059317]}"
000000000000000001fc_0,31.966666666666697,12.926622191187295,79.8041289687322,0.1544021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80183826475769,12.922265362059317]}"
00000000000000000e2b_0,31.870000000000005,12.926622191187295,79.94929671864591,0.31054926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.94556871021682,12.922265362059317]}"
000000000000000005fe_0,33.24000000000001,12.92680185424412,80.11539521467961,0.08267411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.11624861419953,12.931248514900513]}"
00000000000000000607_0,32.34000000000003,12.92680185424412,80.18312818710223,0.24354732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.931248514900513]}"
00000000000000000e9a_0,31.08333333333337,12.92680185424412,80.23648811497893,0.16136631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,12.931248514900513]}"
000000000000000009e7_0,33.59000000000003,12.926891685772532,80.12383937835034,0.40158197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.12523176704072,12.931248514900513]}"
000000000000000004f2_0,32.370000000000005,12.926981517300945,80.24681874074629,0.15067631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,12.931248514900513]}"
000000000000000007e3_0,30.210000000000036,12.926981517300945,79.8116748171188,0.048381228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,12.931248514900513]}"
00000000000000000e00_0,33.53000000000003,12.926981517300945,80.1311157321517,0.056467317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.13421491988191,12.931248514900513]}"
00000000000000000026_0,32.370000000000005,12.927071348829356,80.24942385507025,0.04347826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,12.931248514900513]}"
00000000000000001277_0,33.09400000000005,12.927161180357768,79.91596922160508,0.52833176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.931248514900513]}"
000000000000000009c6_0,30.210000000000036,12.92725101188618,79.81302229004498,0.05371025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,12.931248514900513]}"
0000000000000000115b_0,31.54333333333335,12.927520506471415,80.22040827139318,0.113828786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,12.931248514900513]}"
000000000000000012db_0,32.670000000000016,12.927520506471415,80.15563973940816,0.08621268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,12.931248514900513]}"
0000000000000000017a_0,31.54333333333335,12.927610337999827,80.22031843986477,0.13847628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,12.931248514900513]}"
00000000000000000940_0,33.53000000000003,12.927610337999827,80.137942928311,0.32175964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.13421491988191,12.931248514900513]}"
00000000000000000a80_0,32.670000000000016,12.92770016952824,80.21501837968846,0.09311741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.931248514900513]}"
00000000000000001330_0,34.670000000000016,12.92770016952824,79.87994677871188,0.11561866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88268664032846,12.931248514900513]}"
00000000000000000993_0,31.26666666666671,12.927790001056652,79.97831230232298,0.26214197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9815013215816,12.931248514900513]}"
0000000000000000053a_0,31.603333333333353,12.927879832585063,79.93959491357742,0.18902439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.93658555737562,12.931248514900513]}"
00000000000000001257_0,31.78200000000004,12.927879832585063,79.84428366193234,0.007777778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.84675402896367,12.931248514900513]}"
00000000000000000157_0,33.32200000000006,12.927969664113476,79.85587192909748,0.24803312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.85573718180487,12.931248514900513]}"
000000000000000008de_0,32.85000000000002,12.927969664113476,80.20495724850633,0.023255814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.931248514900513]}"
000000000000000010e2_0,33.09400000000005,12.927969664113476,79.9146217486789,0.026455026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.931248514900513]}"
00000000000000000c33_0,33.27000000000004,12.928059495641888,79.8635076090125,0.18295455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.86472033464607,12.931248514900513]}"
0000000000000000007a_0,31.27000000000004,12.928328990227124,80.25607138817273,0.18134715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25997905965865,12.931248514900513]}"
000000000000000010b7_0,31.35250000000002,12.928328990227124,80.02870778976208,0.202407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.02641708578757,12.931248514900513]}"
000000000000000007a5_0,31.323333333333323,12.928418821755535,79.96322060554976,0.1419673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.96353501589921,12.931248514900513]}"
0000000000000000081c_0,32.34000000000003,12.928418821755535,80.17603149635768,0.41446275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.931248514900513]}"
00000000000000001121_0,31.564285714285745,12.928418821755535,80.00112951053961,0.03648915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.999467627264,12.931248514900513]}"
00000000000000001339_0,33.22000000000003,12.928508653283947,80.14369214612937,0.06563526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.14319807272311,12.931248514900513]}"
00000000000000000519_0,33.38500000000005,12.928688316340772,80.08916440838333,0.19365391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08929915567595,12.931248514900513]}"
00000000000000001223_0,31.61666666666673,12.928688316340772,80.06670652628033,0.23799655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,12.931248514900513]}"
000000000000000002b9_0,34.00500000000005,12.928778147869183,79.87311958255258,0.26793945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.87370348748726,12.931248514900513]}"
0000000000000000090e_0,32.370000000000005,12.928867979397594,80.24699840380312,0.16711132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25099590681745,12.931248514900513]}"
00000000000000000144_0,33.24000000000001,12.928957810926008,80.11647319302055,0.09193303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.11624861419953,12.931248514900513]}"
000000000000000001dc_0,32.420000000000016,12.92913747398283,80.17360604509055,0.27141535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,12.931248514900513]}"
0000000000000000006d_0,32.85000000000002,12.929227305511242,80.20621488990409,0.33892128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.931248514900513]}"
0000000000000000075e_0,32.406666666666695,12.929227305511242,79.92728799418498,0.10705596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,12.931248514900513]}"
00000000000000000872_0,32.05666666666673,12.929227305511242,80.07434220619535,0.09501661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.07133284999355,12.931248514900513]}"
00000000000000000679_0,33.27000000000004,12.929317137039655,79.86314828289885,0.16617765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.86472033464607,12.931248514900513]}"
00000000000000000e1d_0,32.29000000000002,12.929317137039655,80.18842824727852,0.34656224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,12.931248514900513]}"
00000000000000000f29_0,33.55000000000001,12.929406968568067,80.09985436026435,0.14297253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09828230851714,12.931248514900513]}"
000000000000000006cc_0,33.38500000000005,12.929676463153303,80.08655929405937,0.23502146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08929915567595,12.931248514900513]}"
000000000000000012ad_0,31.633333333333326,12.929676463153303,79.99376332520983,0.15981977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9904844744228,12.931248514900513]}"
00000000000000000f6a_0,32.406666666666695,12.929766294681714,79.93016260309416,0.2044835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,12.931248514900513]}"
000000000000000000cd_0,34.00500000000005,12.930215452323774,79.87536537076288,0.08148148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.87370348748726,12.931248514900513]}"
00000000000000000a88_0,31.107500000000016,12.930215452323774,80.03589431203503,0.123263374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,12.931248514900513]}"
000000000000000001b6_0,31.75400000000002,12.930305283852187,79.84113955843792,0.057268724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.931248514900513]}"
0000000000000000073f_0,31.75400000000002,12.93048494690901,79.83907343328444,0.22557026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.931248514900513]}"
0000000000000000033d_0,31.61666666666673,12.930664609965834,80.05889118330849,0.1985663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,12.931248514900513]}"
00000000000000000405_0,32.406666666666695,12.930754441494246,79.93106091837828,0.4255913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,12.931248514900513]}"
0000000000000000105b_0,32.420000000000016,12.930754441494246,80.16848564797107,0.28694323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,12.931248514900513]}"
000000000000000008c7_0,30.435000000000002,12.930844273022657,79.81966982314746,0.2718691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81980457044008,12.931248514900513]}"
0000000000000000128a_0,32.34000000000003,12.930844273022657,80.18142138806239,0.08211144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.931248514900513]}"
00000000000000000863_0,32.420000000000016,12.931023936079482,80.17118059382344,0.34302554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1701475312467,12.931248514900513]}"
00000000000000000caa_0,32.34000000000003,12.931023936079482,80.18205020876128,0.09157509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.931248514900513]}"
00000000000000000013_0,32.406666666666695,12.931203599136305,79.9244133852758,0.29259259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,12.931248514900513]}"
000000000000000003cf_0,32.85000000000002,12.931203599136305,80.20468775392109,-4.3725406E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.931248514900513]}"
0000000000000000028b_0,31.633333333333326,12.93138326219313,79.99034972713017,0.284231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9904844744228,12.931248514900513]}"
00000000000000001052_0,31.28666666666669,12.931473093721541,79.95827987148711,0.20540744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.95455186305801,12.931248514900513]}"
0000000000000000119e_0,32.406666666666695,12.931742588306777,79.92908462475322,0.3733043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,12.931248514900513]}"
00000000000000000741_0,32.670000000000016,12.931832419835189,80.15114816298757,0.32891467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,12.931248514900513]}"
00000000000000000bd7_0,33.13000000000005,12.931832419835189,80.10668155642365,0.27191678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135834,12.931248514900513]}"
00000000000000000cdc_0,32.170000000000016,12.931832419835189,80.16327541932318,0.23321614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1611643784055,12.931248514900513]}"
00000000000000000190_0,32.670000000000016,12.931922251363602,80.21780315706924,0.15853289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.931248514900513]}"
00000000000000000539_0,31.54333333333335,12.931922251363602,80.22849310895026,0.28862047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22404644829388,12.931248514900513]}"
0000000000000000055c_0,31.28666666666669,12.931922251363602,79.9567527355041,0.21867321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.95455186305801,12.931248514900513]}"
00000000000000000aa5_0,31.381428571428614,12.931922251363602,80.05134533492189,0.23007856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05336654431116,12.931248514900513]}"
00000000000000000a04_0,33.13000000000005,12.932012082892014,80.1115324589579,0.48891407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135834,12.931248514900513]}"
000000000000000001d8_0,31.603333333333353,12.932101914420425,79.9402237342763,0.23314917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.93658555737562,12.931248514900513]}"
000000000000000010d0_0,31.78200000000004,12.932101914420425,79.8440141673471,0.06802357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.84675402896367,12.931248514900513]}"
00000000000000000751_0,32.29000000000002,12.93228157747725,80.1919316768866,0.05365566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18811383692909,12.931248514900513]}"
00000000000000000866_0,33.53000000000003,12.932461240534073,80.13668528691325,0.030080928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.13421491988191,12.931248514900513]}"
00000000000000000305_0,33.38500000000005,12.932551072062486,80.08889491379809,0.14741036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08929915567595,12.931248514900513]}"
00000000000000000c78_0,31.61666666666673,12.932640903590897,80.06311326514385,0.29817304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,12.931248514900513]}"
000000000000000000db_0,31.107500000000016,12.932730735119309,80.03382818688156,0.24524386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,12.931248514900513]}"
00000000000000000ecf_0,32.670000000000016,12.93282056664772,80.21079629785311,0.05433901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.931248514900513]}"
0000000000000000065c_0,32.298,12.932910398176134,80.07793546733183,0.31815755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08031600283475,12.931248514900513]}"
0000000000000000085f_0,31.75400000000002,12.932910398176134,79.84078023232428,0.29315388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.931248514900513]}"
00000000000000000d15_0,31.08333333333337,12.933000229704545,80.23729659873463,0.2612834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,12.931248514900513]}"
00000000000000000f4c_0,31.564285714285745,12.933000229704545,79.99906338538614,0.23467231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.999467627264,12.931248514900513]}"
0000000000000000136f_0,34.670000000000016,12.933000229704545,79.8816535777517,0.1921729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88268664032846,12.931248514900513]}"
00000000000000000c43_0,31.370000000000005,12.933090061232956,79.9754376934138,0.2097171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.97251816874041,12.931248514900513]}"
00000000000000000d82_0,33.55000000000001,12.933269724289781,80.10201031694623,0.11178553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09828230851714,12.931248514900513]}"
0000000000000000032a_0,30.210000000000036,12.933359555818193,79.8102375126642,0.07489712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,12.931248514900513]}"
00000000000000000502_0,31.323333333333323,12.933449387346604,79.961962964152,0.1650584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.96353501589921,12.931248514900513]}"
000000000000000005b8_0,33.55000000000001,12.933449387346604,80.09626109912786,0.20571533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09828230851714,12.931248514900513]}"
000000000000000009fd_0,32.34000000000003,12.933449387346604,80.1807027358351,0.07030527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.931248514900513]}"
00000000000000000ddf_0,31.35250000000002,12.933449387346604,80.03059425185873,0.282588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.02641708578757,12.931248514900513]}"
00000000000000000d9a_0,31.381428571428614,12.933629050403429,80.0078668751705,0.19584955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.00845078010519,12.931248514900513]}"
000000000000000009bd_0,31.08333333333337,12.933808713460252,80.23289485384244,0.033166457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23302960113507,12.931248514900513]}"
00000000000000000de1_0,32.670000000000016,12.933808713460252,80.2145692220464,0.04506497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.931248514900513]}"
00000000000000000168_0,31.78200000000004,12.933898544988665,79.84661928167105,4.950495E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.84675402896367,12.931248514900513]}"
000000000000000004f8_0,32.406666666666695,12.933898544988665,79.92540153208833,0.35747334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,12.931248514900513]}"
00000000000000000383_0,33.09400000000005,12.933988376517076,79.92225742859391,0.06817539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.931248514900513]}"
0000000000000000083c_0,31.27000000000004,12.933988376517076,80.25696970345685,0.34363696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25997905965865,12.931248514900513]}"
00000000000000000e16_0,32.370000000000005,12.933988376517076,79.90572842736611,0.46013987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90963609885203,12.931248514900513]}"
0000000000000000070d_0,31.603333333333353,12.934527365687549,79.93438468492953,0.4229102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.93658555737562,12.931248514900513]}"
00000000000000000b77_0,32.19500000000005,12.93461719721596,80.23972205000175,0.15070094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24201275397625,12.931248514900513]}"
0000000000000000066c_0,31.05000000000001,12.934707028744372,79.82901230210231,0.23338391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82878772328128,12.931248514900513]}"
00000000000000000ad2_0,33.38500000000005,12.934707028744372,80.09060171283791,0.19757174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08929915567595,12.931248514900513]}"
00000000000000000275_0,31.107500000000016,12.934886691801196,80.03679262731916,0.23873122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,12.931248514900513]}"
000000000000000002eb_0,32.05666666666673,12.934976523329608,80.07209641798505,0.29147983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.07133284999355,12.931248514900513]}"
00000000000000000df4_0,31.50333333333333,12.93506635485802,79.94130171261725,0.15351315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.94556871021682,12.931248514900513]}"
0000000000000000013e_0,31.05000000000001,12.935425680971667,79.83080893267055,0.17980295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82878772328128,12.931248514900513]}"
00000000000000000f61_0,32.05666666666673,12.935425680971667,80.07559984759311,0.03181569,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.07133284999355,12.931248514900513]}"
00000000000000000161_0,33.09400000000005,12.93551551250008,79.91929298815631,0.4377576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.931248514900513]}"
000000000000000009c3_0,32.170000000000016,12.935605344028492,80.16219744098224,0.2615136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1611643784055,12.931248514900513]}"
00000000000000000154_0,32.34000000000003,12.935695175556903,80.17558233871561,0.075558476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1791306840879,12.931248514900513]}"
000000000000000004cf_0,32.34500000000003,12.935785007085315,80.2408898598711,0.17006803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24201275397625,12.940231667741708]}"
0000000000000000113d_0,34.075000000000045,12.935785007085315,79.86341777748409,0.33716843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.86472033464607,12.940231667741708]}"
000000000000000011f6_0,33.14000000000004,12.935785007085315,80.14971085853297,0.15946348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,12.940231667741708]}"
00000000000000000231_0,31.178571428571445,12.935874838613728,80.02197042513119,0.2218845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.02641708578757,12.940231667741708]}"
00000000000000001299_0,33.29000000000002,12.935874838613728,80.12491735669127,0.056935657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.12523176704072,12.940231667741708]}"
000000000000000001da_0,31.810000000000002,12.93596467014214,79.9416610387309,0.14478527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.94556871021682,12.940231667741708]}"
00000000000000001063_0,33.14000000000004,12.93596467014214,80.15114816298757,0.13701674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,12.940231667741708]}"
0000000000000000107e_0,32.69333333333333,12.93596467014214,79.84500231415963,0.32639492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.84675402896367,12.940231667741708]}"
00000000000000000005_0,32.27000000000004,12.936234164727376,79.84149888455157,0.35672516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.940231667741708]}"
00000000000000000799_0,32.27000000000004,12.936323996255787,79.84149888455157,0.33614478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,12.940231667741708]}"
00000000000000000eff_0,33.97666666666669,12.936593490841023,79.92279641776439,5.7937426E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91861925169323,12.940231667741708]}"
000000000000000003c0_0,32.12142857142862,12.936773153897846,79.96510706764641,0.1891327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.96353501589921,12.940231667741708]}"
00000000000000001288_0,33.79000000000002,12.936773153897846,80.1115324589579,0.33173817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135834,12.940231667741708]}"
00000000000000001120_0,31.124285714285747,12.93695281695467,80.04209268749545,0.29617414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04438339146996,12.940231667741708]}"
00000000000000000032_0,31.75333333333333,12.937042648483082,80.00867535892621,0.2130031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.00845078010519,12.940231667741708]}"
000000000000000005c7_0,33.03000000000003,12.937132480011494,80.21942012458065,0.06666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.21506329545268,12.940231667741708]}"
00000000000000000abf_0,31.75333333333333,12.937132480011494,80.00903468503986,0.2292683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.00845078010519,12.940231667741708]}"
0000000000000000132b_0,33.383333333333326,12.937132480011494,80.20423859627903,0.23770231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.20608014261148,12.940231667741708]}"
000000000000000004ef_0,31.59571428571428,12.937222311539907,80.0131669353468,0.4239184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,12.940231667741708]}"
